Country,Year,GDPLog,UrbPer1,GDPLog1
Ecuador,1979,0.018844647,0.024651947,0.018844647
Ecuador,1980,0.01925998,0.02755495,0.01925998
Ecuador,1981,0.019518495,0.019721627,0.019518495
Ecuador,1982,0.019933134,-0.004249784,0.019933134
Ecuador,1983,0.011330282,-0.014656209,0.011330282
Ecuador,1984,0.005337106,-0.000249511,0.005337106
Ecuador,1985,0.005259195,0.024169089,0.005259195
Ecuador,1986,0.005283282,-0.048724538,0.005283282
Ecuador,1987,0.005343161,-0.012711371,0.005343161
Ecuador,1988,0.005584684,-0.010394791,0.005584684
Ecuador,1989,0.005880292,-0.006070106,0.005880292
Ecuador,1990,0.006418364,0.008559513,0.006418364
Ecuador,1991,0.004114329,0.01009386,0.004114329
Ecuador,1992,0.002733417,0.007134734,0.002733417
Ecuador,1993,0.003118078,0.01381308,0.003118078
Ecuador,1994,0.003559171,0.025570687,0.003559171
Ecuador,1995,0.00392715,0.008258971,0.00392715
Ecuador,1996,0.004337372,0.004027816,0.004337372
Ecuador,1997,0.004646394,0.011108723,0.004646394
Ecuador,1998,0.005028145,-0.004744047,0.005028145
Ecuador,1999,0.005334064,-0.044193745,0.005334064
Ecuador,2000,0.005651548,-0.007730719,0.005651548
Ecuador,2001,0.005844843,0.037034994,0.005844843
Ecuador,2002,0.000592949,0.017854866,0.000592949
Ecuador,2003,-0.002821034,0.014114183,-0.002821034
Ecuador,2004,-0.002410756,0.013082235,-0.002410756
Ecuador,2005,-0.002025225,0.013650373,-0.002025225
Ecuador,2006,-0.001560447,0.012775154,-0.001560447
Ecuador,2007,-0.001148617,0.008472907,-0.001148617
Ecuador,2008,-0.000770097,0.021311368,-0.000770097
Ecuador,2009,-0.000533015,-0.000537481,-0.000533015
Ecuador,2010,-0.000278754,0.010800167,-0.000278754
Ecuador,2011,-6.23731E-05,0.013574624,-6.23731E-05
Ecuador,2012,0.000172826,0.009830397,0.000172826
Ecuador,2013,0.000435873,0.006890009,0.000435873
"Egypt, Arab Rep.",1971,0.00554227,0.006647973,0.00554227
"Egypt, Arab Rep.",1972,0.006506231,0.008416048,0.006506231
"Egypt, Arab Rep.",1973,0.007000701,0.00327044,0.007000701
"Egypt, Arab Rep.",1974,0.007158417,0.026614194,0.007158417
"Egypt, Arab Rep.",1975,0.006955772,0.016150281,0.006955772
"Egypt, Arab Rep.",1976,0.006724333,0.025317752,0.006724333
"Egypt, Arab Rep.",1977,0.004600584,0.03800592,0.004600584
"Egypt, Arab Rep.",1978,0.003171037,0.029595974,0.003171037
"Egypt, Arab Rep.",1979,0.002858782,-0.067864436,0.002858782
"Egypt, Arab Rep.",1980,0.002575058,0.039389784,0.002575058
"Egypt, Arab Rep.",1981,0.002263636,-0.069126556,0.002263636
"Egypt, Arab Rep.",1982,0.002102469,0.023256754,0.002102469
"Egypt, Arab Rep.",1983,0.001874976,0.027777853,0.001874976
"Egypt, Arab Rep.",1984,0.001639438,0.018237534,0.001639438
"Egypt, Arab Rep.",1985,0.001342574,0.012095528,0.001342574
"Egypt, Arab Rep.",1986,0.001082613,0.002628164,0.001082613
"Egypt, Arab Rep.",1987,0.005237196,0.012510447,0.005237196
"Egypt, Arab Rep.",1988,0.008494911,0.010067355,0.008494911
"Egypt, Arab Rep.",1989,0.009761552,0.011523776,0.009761552
"Egypt, Arab Rep.",1990,0.011601168,0.011365695,0.011601168
"Egypt, Arab Rep.",1991,0.013514257,0.010262278,0.013514257
"Egypt, Arab Rep.",1992,0.015200404,0.02120309,0.015200404
"Egypt, Arab Rep.",1993,0.016308316,0.012659442,0.016308316
"Egypt, Arab Rep.",1994,0.016945483,0.014064824,0.016945483
"Egypt, Arab Rep.",1995,0.017095705,0.019843846,0.017095705
"Egypt, Arab Rep.",1996,0.017190176,0.014622385,0.017190176
"Egypt, Arab Rep.",1997,0.00986088,0.011640394,0.00986088
"Egypt, Arab Rep.",1998,0.005667002,0.00705277,0.005667002
"Egypt, Arab Rep.",1999,0.005552834,0.005196089,0.005552834
"Egypt, Arab Rep.",2000,0.005438925,0.003370921,0.005438925
"Egypt, Arab Rep.",2001,0.005197782,-0.009514135,0.005197782
"Egypt, Arab Rep.",2002,0.005023096,-0.008830231,0.005023096
"Egypt, Arab Rep.",2003,0.004837065,-0.024033546,0.004837065
"Egypt, Arab Rep.",2004,0.004716389,0.007195094,0.004716389
"Egypt, Arab Rep.",2005,0.004542661,0.022734026,0.004542661
"Egypt, Arab Rep.",2006,0.004479574,0.015989002,0.004479574
"Egypt, Arab Rep.",2007,0.004408914,0.025693427,0.004408914
"Egypt, Arab Rep.",2008,0.004376072,0.027266859,0.004376072
"Egypt, Arab Rep.",2009,0.004385695,0.014887991,0.004385695
"Egypt, Arab Rep.",2010,0.004440477,0.014839009,0.004440477
"Egypt, Arab Rep.",2011,0.004516211,0.007224788,0.004516211
"Egypt, Arab Rep.",2012,0.004635518,0.012762565,0.004635518
"Egypt, Arab Rep.",2013,0.004846038,-0.00440804,0.004846038
El Salvador,1971,0.020801355,0.005283642,0.020801355
El Salvador,1972,0.006466329,0.008328922,0.006466329
El Salvador,1973,0.007201036,0.026247065,0.007201036
El Salvador,1974,0.00833735,0.030827454,0.00833735
El Salvador,1975,0.009602488,0.021546591,0.009602488
El Salvador,1976,0.010890149,0.044712983,0.010890149
El Salvador,1977,0.011974628,0.040237188,0.011974628
El Salvador,1978,0.013222783,0.009582994,0.013222783
El Salvador,1979,0.014452784,0.017415949,0.014452784
El Salvador,1980,0.015700004,0.003356188,0.015700004
El Salvador,1981,0.016781523,-0.008408456,0.016781523
El Salvador,1982,0.017867933,0.003924121,0.017867933
El Salvador,1983,0.01866068,0.020041053,0.01866068
El Salvador,1984,0.019193301,0.02222727,0.019193301
El Salvador,1985,0.019345163,0.033684151,0.019345163
El Salvador,1986,0.019683654,0.051999825,0.019683654
El Salvador,1987,0.019949964,0.023255937,0.019949964
El Salvador,1988,0.019888463,0.024261278,0.019888463
El Salvador,1989,0.019234383,0.022975665,0.019234383
El Salvador,1990,0.018489429,0.016434122,0.018489429
El Salvador,1991,0.017521993,0.012634516,0.017521993
El Salvador,1992,0.016911917,0.014332677,0.016911917
El Salvador,1993,-0.005950472,0.019658174,-0.005950472
El Salvador,1994,-0.011883156,0.019488383,-0.011883156
El Salvador,1995,-0.009940068,0.020514175,-0.009940068
El Salvador,1996,-0.007821242,0.009734682,-0.007821242
El Salvador,1997,-0.005987989,0.009100872,-0.005987989
El Salvador,1998,-0.004451331,0.009108832,-0.004451331
El Salvador,1999,-0.00339886,0.004144563,-0.00339886
El Salvador,2000,-0.002726776,0.006178949,-0.002726776
El Salvador,2001,-0.002127939,0.005966501,-0.002127939
El Salvador,2002,-0.001524617,0.004042332,-0.001524617
El Salvador,2003,-0.001186595,0.006035496,-0.001186595
El Salvador,2004,-0.001150379,0.005788598,-0.001150379
El Salvador,2005,-0.001360172,0.00955122,-0.001360172
El Salvador,2006,-0.001657089,0.009798258,-0.001657089
El Salvador,2007,-0.001984575,0.009495068,-0.001984575
El Salvador,2008,-0.002379203,0.007308751,-0.002379203
El Salvador,2009,-0.002829775,-0.005116298,-0.002829775
El Salvador,2010,-0.003280339,0.003746526,-0.003280339
El Salvador,2011,-0.003782428,0.008738915,-0.003782428
El Salvador,2012,-0.004232065,0.002699632,-0.004232065
El Salvador,2013,-0.004489068,0.001422644,-0.004489068
Ethiopia,1971,0.019054665,0.006409441,0.019054665
Ethiopia,1972,0.017990665,0.013005504,0.017990665
Ethiopia,1973,0.018582956,0.025664107,0.018582956
Ethiopia,1974,0.021647009,0.019592741,0.021647009
Ethiopia,1975,0.025894841,-0.005786426,0.025894841
Ethiopia,1976,0.030711184,0.013796684,0.030711184
Ethiopia,1977,0.034152573,0.023733721,0.034152573
Ethiopia,1978,0.035346547,0.009857985,0.035346547
Ethiopia,1979,0.033217457,0.015890021,0.033217457
Ethiopia,1980,0.028977605,0.008429634,0.028977605
Ethiopia,1981,0.024010255,0.004348872,0.024010255
Ethiopia,1982,0.020166246,0.00024922,0.020166246
Ethiopia,1983,0.017363578,0.011716222,0.017363578
Ethiopia,1984,0.014821226,0.026261689,0.014821226
Ethiopia,1985,0.006607843,0.023891445,0.006607843
Ethiopia,1986,0.006698178,0.002125746,0.006698178
Ethiopia,1987,0.006473832,0.006464259,0.006473832
Ethiopia,1988,0.006129538,-0.011266695,0.006129538
Ethiopia,1989,0.005331483,-0.001057161,0.005331483
Ethiopia,1990,0.004603475,0.014340603,0.004603475
Ethiopia,1991,0.003834986,0.017783702,0.003834986
Ethiopia,1992,0.003490649,-0.04653874,0.003490649
Ethiopia,1993,0.003635303,-0.06824784,0.003635303
Ethiopia,1994,0.004694202,-0.013453118,0.004694202
Ethiopia,1995,-0.006859492,0.00558155,-0.006859492
Ethiopia,1996,-0.010278499,0.010453048,-0.010278499
Ethiopia,1997,-0.00904834,0.00090871,-0.00904834
Ethiopia,1998,-0.008182624,-0.025618962,-0.008182624
Ethiopia,1999,-0.007929107,-0.016897564,-0.007929107
Ethiopia,2000,-0.008023002,0.013250518,-0.008023002
Ethiopia,2001,-0.008270556,-0.007747652,-0.008270556
Ethiopia,2002,-0.008274352,-0.013368649,-0.008274352
Ethiopia,2003,-0.008157193,0.014004862,-0.008157193
Ethiopia,2004,-0.007801885,0.027914769,-0.007801885
Ethiopia,2005,-0.007398614,0.035588603,-0.007398614
Ethiopia,2006,-0.006897836,0.035675298,-0.006897836
Ethiopia,2007,-0.006503742,0.039965083,-0.006503742
Ethiopia,2008,-0.006206775,0.049809083,-0.006206775
Ethiopia,2009,-0.005996544,0.012152305,-0.005996544
Ethiopia,2010,-0.005750746,-0.016427233,-0.005750746
Ethiopia,2011,-0.005533805,0.017954046,-0.005533805
Ethiopia,2012,-0.005260146,0.052735569,-0.005260146
Ethiopia,2013,-0.005053381,0.011856538,-0.005053381
Finland,1971,0.01951489,0.012092198,0.01951489
Finland,1972,0.023616016,0.020016969,0.023616016
Finland,1973,0.02381217,0.033863539,0.02381217
Finland,1974,0.024308953,0.028651977,0.024308953
Finland,1975,0.025125715,0.019411232,0.025125715
Finland,1976,0.02662741,0.008492995,0.02662741
Finland,1977,0.026768099,0.005447484,0.026768099
Finland,1978,0.026733028,0.008660666,0.026733028
Finland,1979,0.027057113,0.022515473,0.027057113
Finland,1980,0.026528323,0.020162366,0.026528323
Finland,1981,0.014354001,-0.002906551,0.014354001
Finland,1982,0.007536072,0.000135221,0.007536072
Finland,1983,0.007177031,-0.004363814,0.007177031
Finland,1984,0.007816282,0.003397854,0.007816282
Finland,1985,0.008962507,0.005404116,0.008962507
Finland,1986,0.023483845,0.028980776,0.023483845
Finland,1987,0.037740341,0.022496601,0.037740341
Finland,1988,0.037724186,0.017439997,0.037724186
Finland,1989,0.036880239,0.008412855,0.036880239
Finland,1990,0.036083514,0.016763251,0.036083514
Finland,1991,0.02129949,-0.010347414,0.02129949
Finland,1992,0.007545917,-0.012999687,0.007545917
Finland,1993,0.008297054,-0.023751389,0.008297054
Finland,1994,0.008847344,0.014462747,0.008847344
Finland,1995,0.009346664,0.025933688,0.009346664
Finland,1996,0.011274552,-0.001887202,0.011274552
Finland,1997,0.01291666,-0.004294677,0.01291666
Finland,1998,0.013261557,0.005151866,0.013261557
Finland,1999,0.013599185,0.000720264,0.013599185
Finland,2000,0.013870177,-0.007525725,0.013870177
Finland,2001,0.009896685,0.002657562,0.009896685
Finland,2002,0.006036373,0.007354758,0.006036373
Finland,2003,0.006076667,0.019716819,0.006076667
Finland,2004,0.005566321,0.013187445,0.005566321
Finland,2005,0.005021387,0.00329534,0.005021387
Finland,2006,0.005053278,0.005058594,0.005053278
Finland,2007,0.005076045,0.01508935,0.005076045
Finland,2008,0.00583037,0.00931705,0.00583037
Finland,2009,0.006252482,-0.011532962,0.006252482
Finland,2010,0.00590659,-0.001784067,0.00590659
Finland,2011,0.005845723,0.008877117,0.005845723
Finland,2012,0.005722377,-0.006573468,0.005722377
Finland,2013,0.005873717,0.003797764,0.005873717
France,1971,0.001002152,0.013028829,0.001002152
France,1972,0.000465545,0.02421912,0.000465545
France,1973,0.000412809,0.030619981,0.000412809
France,1974,0.001144372,0.008066669,0.001144372
France,1975,0.001082139,0.026459682,0.001082139
France,1976,0.000203147,0.002903119,0.000203147
France,1977,0.001294995,0.010491939,0.001294995
France,1978,0.001936319,0.023220846,0.001936319
France,1979,0.001899524,0.02061902,0.001899524
France,1980,0.001393837,0.013809702,0.001393837
France,1981,0.000731014,-0.014315396,0.000731014
France,1982,0.000530522,-0.006077784,0.000530522
France,1983,0.000746949,-0.005329999,0.000746949
France,1984,0.000680103,-0.006444819,0.000680103
France,1985,0.00078977,0.003887718,0.00078977
France,1986,0.000935116,0.035615714,0.000935116
France,1987,0.001018643,0.019562167,0.001018643
France,1988,0.001183208,0.00838368,0.001183208
France,1989,0.001397976,0.000118548,0.001397976
France,1990,0.000726753,0.021312255,0.000726753
France,1991,0.001268465,-0.000453314,0.001268465
France,1992,-0.001174228,0.009491664,-0.001174228
France,1993,-0.000546905,-0.006111459,-0.000546905
France,1994,6.94599E-05,0.004810181,6.94599E-05
France,1995,0.000180929,0.013351583,0.000180929
France,1996,0.000260011,-0.000104091,0.000260011
France,1997,0.000254478,-0.0101724,0.000254478
France,1998,0.000112694,0.002938782,0.000112694
France,1999,-0.000437973,-0.001158694,-0.000437973
France,2000,-0.000231076,-0.009648624,-0.000231076
France,2001,-0.000674309,0.000325115,-0.000674309
France,2002,-0.000656526,0.007421641,-0.000656526
France,2003,-0.000469339,0.019833862,-0.000469339
France,2004,-0.000733402,0.012749754,-0.000733402
France,2005,-0.000924796,0.002811927,-0.000924796
France,2006,-0.000348641,0.004486727,-0.000348641
France,2007,0.000437904,0.012348442,0.000437904
France,2008,0.001047794,0.008249696,0.001047794
France,2009,0.001475834,-0.00815129,0.001475834
France,2010,0.001692084,-0.002173291,0.001692084
France,2011,0.001715056,0.006852226,0.001715056
France,2012,0.001961918,-0.006469678,0.001961918
France,2013,0.002224114,0.003572931,0.002224114
Germany,1971,-0.00435651,0.018173447,-0.00435651
Germany,1972,-0.007251198,0.02233932,-0.007251198
Germany,1973,-0.005576985,0.034453208,-0.005576985
Germany,1974,-0.002789695,0.013079299,-0.002789695
Germany,1975,0.00136875,0.011295865,0.00136875
Germany,1976,0.001969688,0.006711498,0.001969688
Germany,1977,-5.44058E-06,0.016590494,-5.44058E-06
Germany,1978,-0.001356893,0.023644412,-0.001356893
Germany,1979,-0.002621247,0.019236788,-0.002621247
Germany,1980,-0.004205524,0.008276344,-0.004205524
Germany,1981,-0.003627986,-0.018104273,-0.003627986
Germany,1982,-0.002940593,-0.003124083,-0.002940593
Germany,1983,-0.003237652,-0.000714292,-0.003237652
Germany,1984,-0.002928851,-0.006619806,-0.002928851
Germany,1985,-0.000350647,0.001016812,-0.000350647
Germany,1986,0.003055879,0.038817686,0.003055879
Germany,1987,0.030478983,0.022415449,0.030478983
Germany,1988,-0.012035898,0.007450237,-0.012035898
Germany,1989,0.010374098,-0.000667389,0.010374098
Germany,1990,0.002754231,0.02358587,0.002754231
Germany,1991,0.000427684,0.004679526,0.000427684
Germany,1992,-0.000554034,0.012348773,-0.000554034
Germany,1993,-5.02916E-05,-0.003290427,-5.02916E-05
Germany,1994,-0.002471967,0.005719633,-0.002471967
Germany,1995,-0.003992174,0.015293623,-0.003992174
Germany,1996,-0.005125821,-0.003646912,-0.005125821
Germany,1997,-0.00663922,-0.011882992,-0.00663922
Germany,1998,-0.007415487,0.001045242,-0.007415487
Germany,1999,-0.00423735,-0.001901929,-0.00423735
Germany,2000,3.95828E-05,-0.01186747,3.95828E-05
Germany,2001,0.003022014,-4.85557E-05,0.003022014
Germany,2002,0.001679421,0.006230952,0.001679421
Germany,2003,0.001107604,0.018312804,0.001107604
Germany,2004,0.001380333,0.011381113,0.001380333
Germany,2005,0.003653374,0.001434339,0.003653374
Germany,2006,0.00841351,0.004721379,0.00841351
Germany,2007,0.009214247,0.013159969,0.009214247
Germany,2008,0.008491935,0.008395497,0.008491935
Germany,2009,0.009062718,-0.008502068,0.009062718
Germany,2010,0.008068601,0.00016634,0.008068601
Germany,2011,0.006277749,0.0090851,0.006277749
Germany,2012,0.023718699,-0.005501946,0.023718699
Germany,2013,0.003736115,0.005172927,0.003736115
Ghana,1971,0.002921162,0.010169302,0.002921162
Ghana,1972,0.000778952,-0.02686902,0.000778952
Ghana,1973,0.000405131,-0.016196599,0.000405131
Ghana,1974,0.002555004,0.021542467,0.002555004
Ghana,1975,0.006023721,-0.011352763,0.006023721
Ghana,1976,0.010129229,-0.000314707,0.010129229
Ghana,1977,0.01296918,0.011255845,0.01296918
Ghana,1978,0.013463844,0.022395235,0.013463844
Ghana,1979,0.010685249,0.005771112,0.010685249
Ghana,1980,0.00593803,0.011022916,0.00593803
Ghana,1981,0.000584734,0.00402476,0.000584734
Ghana,1982,-0.003346401,-0.007140154,-0.003346401
Ghana,1983,-0.005364269,-0.006948027,-0.005364269
Ghana,1984,-0.001577849,0.013630472,-0.001577849
Ghana,1985,0.007934124,0.007846029,0.007934124
Ghana,1986,0.010439385,0.006517531,0.010439385
Ghana,1987,0.012267554,0.006945816,0.012267554
Ghana,1988,0.013513913,0.009772817,0.013513913
Ghana,1989,0.013679196,-0.00261638,0.013679196
Ghana,1990,0.013452372,0.022448863,0.013452372
Ghana,1991,0.013028631,0.013678199,0.013028631
Ghana,1992,0.013012952,-0.00677788,0.013012952
Ghana,1993,0.013329723,-0.025996751,0.013329723
Ghana,1994,0.014463557,-0.018513935,0.014463557
Ghana,1995,0.015896306,0.023238882,0.015896306
Ghana,1996,0.017488901,0.007133984,0.017488901
Ghana,1997,0.018561403,-0.004487927,0.018561403
Ghana,1998,0.019182657,0.009264737,0.019182657
Ghana,1999,0.018949364,0.001262653,0.018949364
Ghana,2000,0.01621887,-0.070838224,0.01621887
Ghana,2001,0.009775072,0.006600137,0.009775072
Ghana,2002,0.009410246,0.020253504,0.009410246
Ghana,2003,0.009165885,0.030200326,0.009165885
Ghana,2004,0.009219357,0.019615697,0.009219357
Ghana,2005,0.009339587,0.025016164,0.009339587
Ghana,2006,0.009602162,0.021703859,0.009602162
Ghana,2007,0.009884769,0.02444727,0.009884769
Ghana,2008,0.010562896,0.016586082,0.010562896
Ghana,2009,0.011492444,-0.016645449,0.011492444
Ghana,2010,0.012822795,0.027156185,0.012822795
Ghana,2011,0.014191465,0.024307883,0.014191465
Ghana,2012,0.015491251,0.005575813,0.015491251
Ghana,2013,0.016514357,0.015551342,0.016514357
Greece,1971,0.023308461,0.013698113,0.023308461
Greece,1972,0.011021205,0.019128839,0.011021205
Greece,1973,0.012955015,0.036484132,0.012955015
Greece,1974,0.013850226,0.015295447,0.013850226
Greece,1975,0.008083238,0.013865857,0.008083238
Greece,1976,0.001930571,0.009503514,0.001930571
Greece,1977,0.004412023,0.016666857,0.004412023
Greece,1978,0.004481051,0.022645473,0.004481051
Greece,1979,0.004982402,0.022998042,0.004982402
Greece,1980,0.007668286,0.003602834,0.007668286
Greece,1981,0.004659509,-0.010515592,0.004659509
Greece,1982,-0.004651143,0.004118527,-0.004651143
Greece,1983,-0.004305278,-0.012178735,-0.004305278
Greece,1984,-0.003470832,-0.003898557,-0.003470832
Greece,1985,-0.002379588,-0.001000358,-0.002379588
Greece,1986,-0.001803484,0.018965665,-0.001803484
Greece,1987,-0.001839376,0.017202733,-0.001839376
Greece,1988,-0.002124884,0.016615782,-0.002124884
Greece,1989,-0.003711315,0.003634139,-0.003711315
Greece,1990,-0.005142521,0.022945131,-0.005142521
Greece,1991,-0.007577841,0.006865052,-0.007577841
Greece,1992,-0.007313709,0.009754199,-0.007313709
Greece,1993,-0.00550524,-0.008215771,-0.00550524
Greece,1994,-0.004648628,0.006345365,-0.004648628
Greece,1995,-0.004004128,0.016214334,-0.004004128
Greece,1996,-0.003330097,0.005969629,-0.003330097
Greece,1997,-0.002602338,-0.003089598,-0.002602338
Greece,1998,-0.001733698,0.000570311,-0.001733698
Greece,1999,-0.000725199,0.002878705,-0.000725199
Greece,2000,0.000470265,-0.013405402,0.000470265
Greece,2001,-0.001413031,0.002791403,-0.001413031
Greece,2002,-0.005975847,0.012174713,-0.005975847
Greece,2003,-0.00620582,0.029035636,-0.00620582
Greece,2004,-0.006452173,0.017620286,-0.006452173
Greece,2005,-0.006412483,0.003233423,-0.006412483
Greece,2006,-0.006213706,0.009720261,-0.006213706
Greece,2007,-0.006205646,0.015066713,-0.006205646
Greece,2008,-0.005168059,0.010270753,-0.005168059
Greece,2009,-0.003128499,-0.007117496,-0.003128499
Greece,2010,-6.88927E-05,-0.009439623,-6.88927E-05
Greece,2011,-0.000364674,-0.003672356,-0.000364674
Greece,2012,-0.000339267,-0.014435123,-0.000339267
Greece,2013,0.002821395,-0.00299184,0.002821395
Guatemala,1971,0.008392624,0.002493709,0.008392624
Guatemala,1972,0.008335853,0.00518006,0.008335853
Guatemala,1973,0.00371772,0.030003391,0.00371772
Guatemala,1974,-0.00858241,0.030300616,-0.00858241
Guatemala,1975,-0.007883293,0.018976522,-0.007883293
Guatemala,1976,-0.00707936,0.024731562,-0.00707936
Guatemala,1977,-0.006488439,0.031629062,-0.006488439
Guatemala,1978,-0.006109685,0.011793297,-0.006109685
Guatemala,1979,-0.006124281,0.015575359,-0.006124281
Guatemala,1980,-0.006342117,0.015856159,-0.006342117
Guatemala,1981,-0.005300502,0.009211384,-0.005300502
Guatemala,1982,-0.001717313,-0.001761604,-0.001717313
Guatemala,1983,-0.001691814,0.00179968,-0.001691814
Guatemala,1984,-0.00134711,0.002983089,-0.00134711
Guatemala,1985,-0.000921301,0.020277379,-0.000921301
Guatemala,1986,-0.00036747,-0.042577715,-0.00036747
Guatemala,1987,3.92236E-05,-0.029134244,3.92236E-05
Guatemala,1988,0.000319207,0.011872402,0.000319207
Guatemala,1989,0.000294149,0.006997838,0.000294149
Guatemala,1990,0.000226718,-0.01741525,0.000226718
Guatemala,1991,6.25362E-05,0.027620519,6.25362E-05
Guatemala,1992,-2.81934E-05,0.011877513,-2.81934E-05
Guatemala,1993,-0.000122042,0.009350872,-0.000122042
Guatemala,1994,0.002561653,0.01532307,0.002561653
Guatemala,1995,0.012659682,0.013866105,0.012659682
Guatemala,1996,0.012907685,0.007137074,0.012907685
Guatemala,1997,0.01291336,0.013378069,0.01291336
Guatemala,1998,0.012865436,0.008708371,0.012865436
Guatemala,1999,0.012514562,-0.010871886,0.012514562
Guatemala,2000,0.012061294,0.003828558,0.012061294
Guatemala,2001,0.011411626,0.008149883,0.011411626
Guatemala,2002,0.011012651,0.010881246,0.011012651
Guatemala,2003,0.003863105,0.003815549,0.003863105
Guatemala,2004,-0.000696499,0.008574437,-0.000696499
Guatemala,2005,-0.000640234,0.013499135,-0.000640234
Guatemala,2006,-0.000415415,0.010505188,-0.000415415
Guatemala,2007,-0.000280809,0.012421409,-0.000280809
Guatemala,2008,-0.000233517,0.014380757,-0.000233517
Guatemala,2009,-0.000450864,-0.00768082,-0.000450864
Guatemala,2010,-0.00065493,0.008397051,-0.00065493
Guatemala,2011,-0.000894521,0.014694571,-0.000894521
Guatemala,2012,-0.000991306,0.003775452,-0.000991306
Guatemala,2013,-0.00095841,0.004956843,-0.00095841
Guinea,1971,0.120610603,0.018651678,0.120610603
Guinea,1972,0.123407496,0.011476311,0.123407496
Guinea,1973,0.069018339,0.012358858,0.069018339
Guinea,1974,0.025251125,0.025834463,0.025251125
Guinea,1975,0.025792168,0.021430902,0.025792168
Guinea,1976,0.026291685,0.02343953,0.026291685
Guinea,1977,0.026266261,0.004061796,0.026266261
Guinea,1978,0.024969897,0.023293786,0.024969897
Guinea,1979,0.021914095,0.010471308,0.021914095
Guinea,1980,0.017714317,0.017494589,0.017714317
Guinea,1981,0.012640964,0.013470787,0.012640964
Guinea,1982,0.007994862,0.009563661,0.007994862
Guinea,1983,0.005024457,0.004438003,0.005024457
Guinea,1984,0.003912258,0.00360667,0.003912258
Guinea,1985,0.002774992,0.008681546,0.002774992
Guinea,1986,0.002948368,0.003720224,0.002948368
Guinea,1987,0.002494106,0.004789964,0.002494106
Guinea,1988,-0.000569801,0.010481985,-0.000569801
Guinea,1989,-0.007002749,-0.00296771,-0.007002749
Guinea,1990,-0.01454118,0.007555953,-0.01454118
Guinea,1991,-0.022265533,0.000214466,-0.022265533
Guinea,1992,-0.026952802,0.002596574,-0.026952802
Guinea,1993,-0.026538824,-0.010187748,-0.026538824
Guinea,1994,-0.020289694,-0.000807838,-0.020289694
Guinea,1995,-0.010934615,0.013805195,-0.010934615
Guinea,1996,-0.001186358,0.002095675,-0.001186358
Guinea,1997,0.006471389,-0.007777998,0.006471389
Guinea,1998,0.011946664,-0.017853168,0.011946664
Guinea,1999,0.014320081,-0.0080508,0.014320081
Guinea,2000,0.014425893,-0.02053654,0.014425893
Guinea,2001,0.014248993,-0.010761395,0.014248993
Guinea,2002,0.014402094,-0.002688056,0.014402094
Guinea,2003,0.013753324,0.017784713,0.013753324
Guinea,2004,0.012302788,0.00586555,0.012302788
Guinea,2005,0.010363805,-0.039243031,0.010363805
Guinea,2006,0.008116862,0.002605246,0.008116862
Guinea,2007,0.006089862,0.070415288,0.006089862
Guinea,2008,0.004780198,0.016210963,0.004780198
Guinea,2009,0.004426355,-0.004285135,0.004426355
Guinea,2010,0.004732269,-0.006582201,0.004732269
Guinea,2011,0.005167918,0.006760042,0.005167918
Guinea,2012,0.005452859,0.012082153,0.005452859
Guinea,2013,0.005739153,0.020330577,0.005739153
Haiti,1971,0.04512587,0.017256342,0.04512587
Haiti,1972,0.026498857,0.001813244,0.026498857
Haiti,1973,0.022732138,0.048453152,0.022732138
Haiti,1974,0.022431803,0.03835123,0.022431803
Haiti,1975,0.021713095,0.035722725,0.021713095
Haiti,1976,0.021022889,0.048261089,0.021022889
Haiti,1977,0.020247231,0.010747136,0.020247231
Haiti,1978,0.019556793,0.001568407,0.019556793
Haiti,1979,0.01874375,0.015941149,0.01874375
Haiti,1980,0.017996443,0.042811844,0.017996443
Haiti,1981,0.017065239,0.000101178,0.017065239
Haiti,1982,0.016457406,0.00307544,0.016457406
Haiti,1983,0.025556787,0.013247136,0.025556787
Haiti,1984,0.027655708,0.015892235,0.027655708
Haiti,1985,0.028004577,0.013787075,0.028004577
Haiti,1986,0.028665234,0.014825463,0.028665234
Haiti,1987,0.029197137,-0.026534727,0.029197137
Haiti,1988,0.02976479,-0.002657709,0.02976479
Haiti,1989,0.030035487,0.020878634,0.030035487
Haiti,1990,0.030462294,0.021162508,0.030462294
Haiti,1991,0.030857399,-0.021298071,0.030857399
Haiti,1992,0.031355435,-0.07748752,0.031355435
Haiti,1993,0.023670894,-0.001331548,0.023670894
Haiti,1994,0.023990778,0.049346198,0.023990778
Haiti,1995,0.024201117,0.019213241,0.024201117
Haiti,1996,0.024445637,0.02372772,0.024445637
Haiti,1997,0.007478886,0.011831203,0.007478886
Haiti,1998,0.007879911,0.021888805,0.007879911
Haiti,1999,0.008406342,0.011080483,0.008406342
Haiti,2000,0.033525356,-0.020761378,0.033525356
Haiti,2001,0.034020014,-0.010056235,0.034020014
Haiti,2002,0.034671204,-0.017469262,0.034671204
Haiti,2003,0.035249253,-0.024780126,0.035249253
Haiti,2004,0.035197461,0.043042082,0.035197461
Haiti,2005,0.035509896,0.01901417,0.035509896
Haiti,2006,0.036138361,0.024427167,0.036138361
Haiti,2007,0.03662343,0.030631359,0.03662343
Haiti,2008,0.036930057,0.00905387,0.036930057
Haiti,2009,0.03671203,0.000245976,0.03671203
Haiti,2010,-0.200742308,0.002768684,-0.200742308
Haiti,2011,0.012460485,0.014681428,0.012460485
Haiti,2012,0.012241383,0.004810833,0.012241383
